fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
TGWTX,2017-03-09,0.7,0.0,26.51,85.75,21.32,1.14,22.49,13.31,1.11,2.16,5.0,4.0,5.0,Growth,Large,99772.32,982620000.0,46.18
THAYX,2013-07-30,0.92,3.91,3.7,74.96,7.13,0.33,1.36,-1.57,1.55,0.32,3.0,4.0,3.0,Blend,Small,0.0,92180000.0,-0.16
THBIX,2012-03-29,1.25,0.0,0.8,78.61,24.84,0.1,-0.63,-9.87,1.23,0.33,4.0,4.0,4.0,Growth,Small,710.08,50740000.0,-1.76
THBVX,2012-03-29,1.7,0.0,0.41,78.63,24.88,0.08,-0.96,-10.28,1.24,0.3,4.0,4.0,4.0,Growth,Small,710.08,50740000.0,-2.08
THCGX,2000-12-26,1.2,0.0,16.44,87.25,19.74,0.79,14.37,5.35,1.03,1.43,2.0,5.0,3.0,Growth,Large,125756.74,679000000.0,21.06
THCRX,2003-06-30,1.35,0.0,16.26,87.25,19.75,0.78,14.19,5.2,1.03,1.42,2.0,5.0,3.0,Growth,Large,125756.74,679000000.0,20.89
THCVX,2015-12-03,0.19,2.93,1.76,93.39,18.29,0.1,0.17,-7.98,0.99,0.29,3.0,3.0,3.0,Value,Large,56378.14,6450000000.0,-12.78
THCYX,2013-07-30,1.52,3.31,3.08,74.57,7.1,0.24,0.97,-2.15,1.54,0.28,2.0,4.0,2.0,Blend,Small,0.0,92180000.0,-0.65
THDAX,2009-12-15,1.5,0.96,5.94,89.11,19.79,0.31,3.78,6.67,1.15,0.64,5.0,3.0,5.0,Growth,Large,65871.99,910480000.0,4.36
THDCX,2009-12-15,2.26,0.24,5.13,89.2,19.78,0.27,3.08,5.89,1.15,0.58,4.0,2.0,4.0,Growth,Large,65871.99,910480000.0,3.74
THDIX,2009-12-15,1.09,1.28,6.33,89.18,19.79,0.33,4.13,7.04,1.15,0.68,5.0,3.0,5.0,Growth,Large,65871.99,910480000.0,4.71
THDRX,2013-01-31,1.09,1.28,6.33,89.2,19.8,0.33,4.12,7.04,1.15,0.68,4.0,3.0,4.0,Growth,Large,65871.99,910480000.0,4.68
THGCX,1998-05-27,2.09,0.0,2.63,92.65,17.5,0.14,1.01,3.01,1.04,0.34,4.0,4.0,4.0,Blend,Large,74952.91,3150000000.0,4.45
THGIX,2013-01-31,0.89,0.33,8.65,81.2,17.37,0.47,7.32,8.66,0.97,0.82,4.0,4.0,4.0,Growth,Large,55177.32,1730000000.0,18.71
THGRX,2005-10-02,0.84,0.0,16.85,87.28,19.75,0.81,14.76,5.71,1.03,1.47,3.0,5.0,3.0,Growth,Large,125756.74,679000000.0,21.39
THGWX,2010-08-01,1.35,1.53,5.53,42.26,8.23,0.5,7.63,1.49,0.51,0.48,3.0,2.0,3.0,Value,Medium,3687.27,22070000.0,11.06
THHYX,2010-06-03,1.59,2.69,2.47,0.42,4.31,0.22,10.74,0.68,0.08,0.21,3.0,1.0,2.0,Value,Medium,4092.87,721680000.0,1.95
THICX,1994-08-31,1.02,1.71,3.98,49.01,2.87,0.82,3.97,0.31,0.6,0.33,5.0,4.0,5.0,Value,Medium,0.0,8830000000.0,6.11
THIDX,2010-06-03,1.31,1.17,0.03,24.41,8.63,-0.14,-6.5,-3.56,0.24,0.03,2.0,3.0,2.0,Blend,Large,0.0,39370000.0,2.79
THIFX,1992-09-30,0.81,1.93,4.2,49.26,2.82,0.91,4.42,0.55,0.59,0.35,5.0,4.0,5.0,Value,Medium,0.0,8830000000.0,6.29
THIGX,2003-11-02,0.84,0.0,16.85,87.3,19.74,0.81,14.76,5.71,1.03,1.46,3.0,5.0,3.0,Growth,Large,125756.74,679000000.0,21.39
THIIX,1996-07-04,0.49,2.2,4.49,49.15,2.84,1.0,4.87,0.82,0.6,0.37,5.0,4.0,5.0,Value,Medium,0.0,8830000000.0,6.47
THIMX,1991-07-21,0.77,2.44,2.83,97.56,3.46,0.37,1.46,-0.87,0.85,0.24,2.0,2.0,2.0,Value,Medium,0.0,1050000000.0,2.05
THIRX,2003-06-30,0.99,1.72,4.0,49.65,2.82,0.84,4.06,0.36,0.6,0.33,5.0,4.0,5.0,Value,Medium,0.0,8830000000.0,6.1
THIYX,2012-01-26,0.72,5.29,3.11,4.82,9.35,0.21,2.5,-0.15,0.61,0.29,3.0,3.0,3.0,Value,Small,0.0,183670000.0,-1.53
THLCX,1999-10-28,0.79,0.0,19.84,90.76,19.84,0.93,17.23,8.01,1.06,1.68,3.0,4.0,3.0,Growth,Large,340488.16,1490000000.0,24.52
THLGX,2010-06-03,1.31,1.03,11.13,38.26,11.8,0.82,23.32,5.63,0.41,0.94,5.0,3.0,5.0,Blend,Large,0.0,143690000.0,16.52
THLIX,1999-10-28,0.43,2.18,2.93,19.39,2.84,0.48,3.6,0.08,0.37,0.24,3.0,3.0,3.0,Value,Small,0.0,1360000000.0,3.02
THLSX,2016-12-29,3.47,0.0,-2.76,44.3,9.69,-0.4,-12.08,-7.49,0.36,-0.2,2.0,2.0,2.0,Growth,Large,53816.61,46580000.0,-10.28
THMAX,2005-06-29,1.04,1.23,5.59,98.84,10.48,0.42,4.05,0.17,0.99,0.5,3.0,2.0,3.0,Blend,Large,47769.22,2860000000.0,2.61
THMCX,1994-08-31,1.14,2.07,2.49,97.52,3.49,0.27,1.05,-1.21,0.86,0.21,2.0,2.0,2.0,Value,Medium,0.0,1050000000.0,1.74
THMIX,1996-07-04,0.53,2.68,3.09,97.4,3.5,0.44,1.74,-0.64,0.86,0.26,3.0,2.0,3.0,Value,Medium,0.0,1050000000.0,2.26
THNDX,1999-05-31,1.25,1.52,2.41,97.56,2.69,0.32,1.24,-0.82,0.66,0.2,2.0,1.0,2.0,Value,Medium,0.0,159220000.0,2.0
THNIX,2007-01-31,0.67,2.09,2.96,97.5,2.67,0.52,2.1,-0.27,0.66,0.25,3.0,1.0,3.0,Value,Medium,0.0,159220000.0,2.41
THNMX,1991-06-17,0.97,1.78,2.68,97.61,2.62,0.42,1.69,-0.52,0.64,0.22,2.0,1.0,2.0,Value,Medium,0.0,159220000.0,2.22
THNYX,1997-09-04,0.99,1.99,2.05,96.68,3.22,0.16,0.59,-1.48,0.79,0.17,3.0,1.0,3.0,Value,Medium,0.0,47880000.0,1.41
THOAX,2006-07-27,1.33,0.43,1.28,89.08,20.96,0.09,-0.25,2.45,1.22,0.29,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,1.41
THOCX,2006-07-27,2.09,0.0,0.53,89.1,20.97,0.06,-0.87,1.71,1.22,0.23,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,0.83
THOFX,2008-01-31,0.99,0.72,1.58,89.1,20.98,0.1,-0.01,2.74,1.22,0.32,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,1.67
THOGX,2017-04-09,0.85,0.85,1.71,89.06,20.98,0.11,0.1,2.87,1.22,0.33,2.0,5.0,2.0,Blend,Large,65282.46,883640000.0,1.76
THOIX,2006-07-27,1.06,0.72,1.58,89.05,20.97,0.1,-0.01,2.74,1.22,0.32,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,1.67
THOPX,1992-02-09,0.71,4.54,0.86,3.96,6.26,-0.08,-1.97,-1.77,0.37,0.09,4.0,5.0,4.0,Value,Medium,0.0,2300000000.0,-4.81
THORX,2008-01-31,1.5,0.15,1.07,89.06,20.96,0.08,-0.43,2.24,1.22,0.27,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,1.26
THOVX,2008-01-31,1.4,0.0,1.16,89.08,20.97,0.08,-0.35,2.33,1.22,0.28,3.0,5.0,3.0,Blend,Large,65282.46,883640000.0,1.32
THPBX,1987-03-15,0.95,1.52,6.07,96.45,12.91,0.4,3.73,-0.01,1.2,0.56,4.0,4.0,4.0,Blend,Large,93114.0,305910000.0,-0.4
THPGX,1992-02-09,0.99,0.83,5.76,93.07,22.68,0.29,3.41,-5.56,1.22,0.68,2.0,5.0,2.0,Value,Large,60689.79,120720000.0,-5.89
THPMX,2008-03-30,1.15,0.37,0.67,83.25,27.05,0.11,-0.66,-10.84,1.38,0.37,2.0,5.0,2.0,Value,Medium,6166.27,43410000.0,-9.26
THRIX,2014-02-02,0.99,1.72,3.98,49.13,2.83,0.83,4.03,0.33,0.59,0.33,5.0,3.0,5.0,Value,Medium,0.0,8830000000.0,6.03
THRLX,2017-04-09,0.42,2.27,4.58,49.23,2.86,1.02,4.98,0.89,0.6,0.38,5.0,3.0,5.0,Value,Medium,0.0,8830000000.0,6.6
THRRX,2012-04-30,0.49,2.2,4.45,49.59,2.88,0.97,4.71,0.74,0.61,0.37,5.0,3.0,5.0,Value,Medium,0.0,8830000000.0,6.55
THSMX,2010-06-03,1.31,1.13,4.94,45.27,11.65,0.33,7.61,-0.47,0.44,0.46,3.0,3.0,3.0,Blend,Large,0.0,57810000.0,12.12
THVRX,2007-01-31,1.25,0.8,3.37,92.69,17.52,0.19,1.72,3.73,1.04,0.4,4.0,4.0,4.0,Blend,Large,74952.91,3150000000.0,4.93
THYAX,2000-04-30,1.05,4.97,2.74,4.98,9.34,0.17,1.86,-0.55,0.62,0.26,2.0,3.0,2.0,Value,Small,0.0,183670000.0,-1.85
THYCX,2000-05-22,1.8,4.21,1.98,4.73,9.34,0.09,0.65,-1.24,0.6,0.2,2.0,3.0,1.0,Value,Small,0.0,183670000.0,-2.48
THYFX,1997-12-28,0.75,2.82,3.66,92.71,8.35,0.28,2.71,-0.91,0.76,0.33,4.0,3.0,4.0,Blend,Large,44795.88,1040000000.0,-0.1
THYIX,2013-07-30,0.77,4.06,3.79,74.15,7.23,0.34,1.41,-1.51,1.56,0.33,3.0,4.0,3.0,Blend,Small,0.0,92180000.0,-0.2
THYTX,2016-09-29,0.74,4.17,3.89,74.82,7.15,0.35,1.49,-1.39,1.55,0.34,3.0,3.0,3.0,Blend,Small,0.0,92180000.0,-0.04
THYYX,2007-01-31,0.8,5.21,2.99,4.87,9.34,0.2,2.3,-0.28,0.61,0.28,3.0,3.0,3.0,Value,Small,0.0,183670000.0,-1.71
TIAGX,2013-07-31,1.4,0.0,8.71,83.35,19.45,0.44,7.16,-1.24,1.0,0.85,2.0,2.0,2.0,Growth,Medium,12993.02,36940000.0,13.18
TIBAX,2002-12-23,1.27,4.86,-0.79,87.37,15.99,-0.06,-1.68,-7.11,1.42,0.05,2.0,5.0,3.0,Value,Large,62634.78,9170000000.0,-15.8
TIBCX,2002-12-23,2.01,4.07,-1.54,87.42,16.0,-0.11,-2.2,-7.87,1.42,-0.02,2.0,5.0,2.0,Value,Large,62634.78,9170000000.0,-16.33
TIBDX,1999-06-30,0.3,2.51,4.92,69.42,4.3,0.78,3.14,-0.31,1.06,0.41,3.0,3.0,3.0,Blend,Medium,0.0,7580000000.0,5.75
TIBEX,2016-08-04,0.95,2.51,4.21,33.2,4.23,0.63,3.65,0.18,0.72,0.35,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,2.4
TIBFX,2006-03-30,0.3,2.84,4.89,55.9,4.66,0.71,3.21,-0.22,1.03,0.41,4.0,3.0,4.0,Value,Small,277.29,5200000000.0,5.38
TIBGX,2008-01-31,1.54,4.58,-1.06,87.43,16.0,-0.08,-1.86,-7.39,1.42,0.02,2.0,5.0,2.0,Value,Large,62634.78,9170000000.0,-15.97
TIBHX,2015-12-03,0.43,2.38,4.82,69.62,4.31,0.75,3.05,-0.41,1.06,0.4,3.0,3.0,3.0,Blend,Medium,0.0,7580000000.0,5.62
TIBIX,2003-11-02,1.02,5.11,-0.55,87.5,16.0,-0.05,-1.51,-6.88,1.42,0.07,3.0,5.0,3.0,Value,Large,62634.78,9170000000.0,-15.63
TIBLX,2016-08-04,0.75,2.55,4.41,33.54,4.21,0.68,3.93,0.37,0.72,0.37,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,2.59
TIBMX,2007-01-31,1.13,5.03,-0.64,87.42,15.98,-0.06,-1.57,-6.96,1.42,0.06,3.0,5.0,3.0,Value,Large,62634.78,9170000000.0,-15.69
TIBNX,2016-08-04,0.7,2.62,4.5,32.31,4.22,0.7,4.12,0.5,0.71,0.37,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,2.61
TIBOX,2017-04-09,0.94,5.23,-0.45,87.57,16.01,-0.04,-1.43,-6.78,1.42,0.07,2.0,5.0,2.0,Value,Large,62634.78,9170000000.0,-15.55
TIBRX,2005-01-31,1.64,4.49,-1.16,87.45,15.99,-0.09,-1.94,-7.48,1.42,0.01,2.0,5.0,2.0,Value,Large,62634.78,9170000000.0,-16.08
TIBUX,2018-09-27,0.0,2.75,5.02,34.23,4.22,0.82,4.73,0.93,0.73,0.42,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,3.21
TIBVX,2016-08-04,0.85,2.55,4.32,32.63,4.15,0.67,3.92,0.35,0.7,0.36,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,2.51
TIBWX,2016-08-04,0.6,2.61,4.58,33.61,4.2,0.72,4.18,0.54,0.72,0.38,3.0,3.0,3.0,Growth,Medium,0.0,435790000.0,2.71
TICHX,2015-12-03,0.24,1.42,10.01,99.12,18.22,0.53,8.29,-0.47,1.02,0.93,3.0,3.0,4.0,Blend,Large,75501.96,5320000000.0,3.18
TICPX,2004-11-29,0.4,2.75,4.85,55.86,5.06,0.65,2.91,-0.55,1.12,0.41,3.0,4.0,3.0,Value,Large,0.0,403330000.0,5.22
TICRX,2006-03-30,0.45,1.41,9.77,99.13,18.21,0.52,8.06,-0.68,1.02,0.92,3.0,3.0,3.0,Blend,Large,75501.96,5320000000.0,3.0
TICSX,2017-10-29,0.8,0.0,1.73,85.84,22.95,0.12,0.12,-9.01,1.19,0.37,4.0,3.0,4.0,Growth,Small,2764.25,682000000.0,-9.93
TIDDX,2015-12-16,1.07,0.74,7.86,84.22,19.11,0.41,5.8,8.29,1.08,0.78,4.0,3.0,4.0,Growth,Medium,3941.85,9030000000.0,16.64
TIDPX,2009-09-29,0.45,2.37,4.79,69.89,4.33,0.74,3.0,-0.46,1.07,0.4,3.0,3.0,3.0,Blend,Medium,0.0,7580000000.0,5.71
TIDRX,2006-03-30,0.55,2.27,4.65,70.05,4.33,0.71,2.86,-0.6,1.07,0.39,3.0,3.0,3.0,Blend,Medium,0.0,7580000000.0,5.56
TIEHX,2015-12-03,0.6,1.64,-2.78,92.79,18.62,-0.14,-3.95,-2.19,1.1,-0.09,2.0,4.0,2.0,Blend,Large,55181.82,4690000000.0,-4.86
TIEIX,1999-06-30,0.05,1.73,9.99,99.6,18.48,0.52,8.14,-0.6,1.03,0.94,4.0,4.0,4.0,Blend,Large,94266.59,26250000000.0,3.13
TIEMX,2013-07-31,2.37,1.03,4.89,69.41,13.03,0.3,3.37,-3.53,0.95,0.47,1.0,4.0,1.0,Value,Medium,4237.55,11220000.0,10.32
TIERX,2006-03-30,0.82,2.44,-3.0,92.82,18.58,-0.16,-4.16,-2.43,1.1,-0.11,2.0,5.0,3.0,Blend,Large,55181.82,4690000000.0,-5.12
TIEUX,1991-11-17,0.68,2.83,-1.6,97.7,17.19,-0.1,-3.05,-1.24,1.05,-0.01,2.0,4.0,3.0,Blend,Large,25925.77,1150000000.0,-9.91
TIEWX,2018-09-27,0.0,2.22,-2.31,92.81,18.61,-0.12,-3.53,-1.71,1.1,-0.05,2.0,5.0,3.0,Blend,Large,55181.82,4690000000.0,-4.45
TIGAX,2007-01-31,1.32,0.01,8.19,81.16,17.37,0.45,6.84,8.22,0.96,0.78,5.0,3.0,5.0,Growth,Large,55177.32,1730000000.0,18.3
TIGCX,2007-01-31,2.08,0.0,7.36,81.19,17.37,0.4,5.98,7.45,0.96,0.72,4.0,3.0,5.0,Growth,Large,55177.32,1730000000.0,17.56
TIGGX,2008-04-29,0.93,1.23,3.52,97.93,16.59,0.2,1.24,-3.44,1.56,0.4,3.0,3.0,3.0,Blend,Large,39079.55,2600000000.0,-1.5
TIGIX,2013-09-30,1.57,1.37,-1.57,91.72,10.99,-0.23,-3.16,-6.84,1.0,-0.08,1.0,4.0,1.0,Value,Medium,15022.83,16800000.0,-6.25
TIGRX,1999-06-30,0.41,1.29,9.09,98.66,19.07,0.47,7.07,-1.6,1.06,0.88,4.0,4.0,4.0,Blend,Large,111076.31,5780000000.0,3.52
TIGVX,2008-01-31,1.5,0.0,8.0,81.28,17.37,0.44,6.64,8.05,0.97,0.77,5.0,3.0,5.0,Growth,Large,55177.32,1730000000.0,18.12
TIHGX,2001-12-27,1.42,0.0,16.57,92.83,21.2,0.76,13.09,4.64,1.14,1.47,4.0,4.0,4.0,Growth,Large,225070.11,166470000.0,22.39
TIHHX,2015-12-03,0.47,5.31,3.2,2.88,9.67,0.21,3.32,0.38,0.49,0.3,3.0,3.0,3.0,Value,Small,270.83,3890000000.0,-2.89
TIHPX,2009-09-29,0.51,5.27,3.19,2.75,9.65,0.21,3.38,0.41,0.47,0.3,3.0,3.0,3.0,Value,Small,270.83,3890000000.0,-2.91
TIHRX,2006-03-30,0.61,5.16,3.05,2.78,9.7,0.2,3.05,0.26,0.48,0.29,3.0,3.0,3.0,Value,Small,270.83,3890000000.0,-3.01
TIHWX,2018-09-27,0.0,5.76,3.55,2.78,9.66,0.25,4.12,0.76,0.48,0.33,4.0,3.0,4.0,Value,Small,270.83,3890000000.0,-2.52
TIHYX,2006-03-30,0.36,5.41,3.3,2.72,9.66,0.22,3.64,0.53,0.47,0.31,4.0,3.0,4.0,Value,Small,270.83,3890000000.0,-2.8
TIIEX,1999-06-30,0.48,1.75,-2.65,92.92,18.61,-0.14,-3.84,-2.06,1.1,-0.08,2.0,5.0,3.0,Blend,Large,55181.82,4690000000.0,-4.88
TIIHX,2015-12-03,0.34,1.0,4.06,60.42,2.67,0.91,3.98,0.31,0.62,0.34,3.0,2.0,3.0,Blend,Large,0.0,3350000000.0,6.03
TIILX,2002-09-30,0.26,1.09,4.16,58.25,2.68,0.94,4.2,0.44,0.61,0.34,3.0,2.0,3.0,Blend,Large,0.0,3350000000.0,6.11
TIIPX,2015-12-16,0.22,0.46,5.7,73.16,3.75,1.08,4.31,0.77,0.96,0.47,5.0,3.0,5.0,Blend,Large,0.0,522740000.0,8.57
TIIRX,2006-03-30,0.7,0.68,8.78,98.64,19.05,0.45,6.78,-1.88,1.06,0.85,3.0,4.0,4.0,Blend,Large,111076.31,5780000000.0,3.31
TIISX,2016-12-08,0.71,3.75,-5.15,92.74,20.6,-0.23,-5.52,-4.12,1.22,-0.26,3.0,4.0,3.0,Blend,Medium,1868.41,982060000.0,-11.06
TIIWX,2018-09-27,0.0,1.31,4.33,57.36,2.7,0.99,4.48,0.6,0.61,0.36,3.0,2.0,3.0,Blend,Large,0.0,3350000000.0,6.29
TIKPX,2009-09-29,0.41,0.95,4.0,58.7,2.69,0.88,3.92,0.28,0.62,0.33,3.0,2.0,3.0,Blend,Large,0.0,3350000000.0,6.0
TIKRX,2006-03-30,0.51,0.83,3.89,59.22,2.69,0.84,3.71,0.15,0.62,0.32,3.0,2.0,3.0,Blend,Large,0.0,3350000000.0,5.86
TILCX,2000-03-30,0.56,2.43,0.74,91.32,18.54,0.05,-0.85,-8.94,0.99,0.21,3.0,3.0,4.0,Value,Large,59243.55,2770000000.0,-14.6
TILDX,2005-03-15,1.63,7.67,3.42,89.32,16.45,0.19,1.24,-3.21,1.48,0.39,3.0,5.0,4.0,Blend,Large,115650.19,8220000.0,-0.58
TILGX,2006-03-30,0.42,0.33,18.75,91.08,19.13,0.91,16.76,7.32,1.02,1.59,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,24.21
TILHX,2015-12-03,0.5,0.25,18.66,91.16,19.14,0.91,16.65,7.23,1.02,1.58,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,24.12
TILIX,2002-09-30,0.05,0.9,18.7,95.24,19.22,0.91,16.28,7.02,1.05,1.59,4.0,3.0,4.0,Growth,Large,236878.56,9730000000.0,20.08
TILPX,2009-09-29,0.57,0.21,18.56,91.08,19.15,0.9,16.56,7.15,1.02,1.58,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,24.03
TILRX,2006-03-30,0.66,0.12,18.46,91.06,19.12,0.9,16.49,7.07,1.02,1.57,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,23.93
TILVX,2002-09-30,0.05,3.04,1.91,93.45,18.29,0.11,0.32,-7.83,0.99,0.3,4.0,3.0,4.0,Value,Large,56378.14,6450000000.0,-12.67
TILWX,2018-09-27,0.0,0.63,19.09,91.09,19.14,0.93,17.09,7.61,1.02,1.61,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,24.61
TIMIX,2006-03-30,0.42,2.07,5.89,98.68,12.12,0.4,3.76,-0.03,1.14,0.54,3.0,3.0,3.0,Blend,Large,59132.72,878290000.0,3.41
TIMRX,2006-03-30,0.67,1.83,5.62,98.7,12.08,0.38,3.54,-0.27,1.14,0.52,3.0,3.0,3.0,Blend,Large,59132.72,878290000.0,3.2
TIMTX,2016-09-29,0.49,2.55,3.91,98.9,4.11,0.58,2.28,-0.22,1.02,0.33,4.0,3.0,4.0,Blend,Medium,0.0,2270000000.0,2.57
TIMUX,2012-10-30,0.49,2.51,3.76,98.85,4.12,0.54,2.13,-0.36,1.02,0.32,4.0,4.0,4.0,Blend,Medium,0.0,2270000000.0,2.37
TIMVX,2002-09-30,0.44,2.5,-3.37,84.07,22.27,-0.11,-4.34,-13.77,1.14,-0.07,3.0,3.0,2.0,Value,Medium,11968.71,1700000000.0,-19.64
TINCX,2005-06-30,1.22,2.73,-4.0,79.82,12.12,-0.4,-5.44,-9.33,1.03,-0.28,2.0,4.0,2.0,Value,Large,31439.53,685290000.0,-9.96
TINFX,2008-01-31,0.99,0.25,8.54,81.25,17.38,0.46,7.19,8.55,0.97,0.81,5.0,4.0,5.0,Growth,Large,55177.32,1730000000.0,18.59
TINGX,2007-01-31,1.03,0.25,8.54,81.26,17.39,0.46,7.19,8.55,0.97,0.81,5.0,4.0,5.0,Growth,Large,55177.32,1730000000.0,18.6
TINRX,2006-03-30,0.33,1.45,9.68,99.59,18.52,0.51,7.82,-0.9,1.04,0.91,3.0,4.0,4.0,Blend,Large,94266.59,26250000000.0,2.86
TINVX,2008-01-31,1.4,0.0,8.1,81.33,17.39,0.44,6.74,8.15,0.97,0.78,5.0,4.0,5.0,Growth,Large,55177.32,1730000000.0,18.19
TIOAX,2014-03-02,0.98,0.85,4.21,47.1,4.71,0.56,2.72,-0.64,0.96,0.35,3.0,4.0,3.0,Growth,Medium,0.0,94230000.0,5.54
TIOCX,2014-03-02,1.71,0.42,3.42,48.22,4.71,0.4,1.88,-1.44,0.97,0.29,2.0,4.0,2.0,Growth,Medium,0.0,94230000.0,4.91
TIOHX,2015-12-03,0.71,0.88,7.52,86.41,19.9,0.38,5.2,8.15,1.14,0.77,3.0,5.0,4.0,Growth,Large,15630.33,1820000000.0,11.45
TIOIX,2013-04-11,0.62,0.92,7.61,86.34,19.85,0.39,5.3,8.22,1.14,0.77,4.0,4.0,4.0,Growth,Large,15630.33,1820000000.0,11.58
TIOPX,2013-04-11,0.77,0.83,7.5,86.31,19.88,0.38,5.19,8.12,1.14,0.77,3.0,4.0,4.0,Growth,Large,15630.33,1820000000.0,11.49
TIORX,2006-03-30,0.59,2.23,4.61,70.66,4.31,0.71,2.83,-0.64,1.07,0.38,3.0,3.0,3.0,Blend,Medium,0.0,7580000000.0,5.52
TIOSX,2013-04-11,1.02,0.57,7.2,86.45,19.9,0.37,4.92,7.84,1.14,0.74,3.0,5.0,4.0,Growth,Large,15630.33,1820000000.0,11.15
TIOTX,2013-04-11,0.87,0.82,7.42,86.41,19.91,0.38,5.11,8.05,1.14,0.76,3.0,4.0,4.0,Growth,Large,15630.33,1820000000.0,11.4
TIOVX,2018-09-27,0.0,1.43,8.02,86.38,19.89,0.41,5.65,8.61,1.14,0.81,4.0,5.0,4.0,Growth,Large,15630.33,1820000000.0,12.07
TIQIX,2004-11-09,0.9,0.88,3.81,90.48,18.03,0.21,2.11,4.26,1.06,0.45,4.0,3.0,4.0,Blend,Large,60881.82,593620000.0,-2.13
TIQRX,2006-03-30,0.3,1.48,9.72,99.58,18.51,0.51,7.86,-0.86,1.03,0.92,4.0,4.0,4.0,Blend,Large,94266.59,26250000000.0,2.91
TIREX,2002-09-30,0.5,2.06,5.57,53.32,16.39,0.32,5.67,1.53,0.7,0.57,5.0,1.0,5.0,Blend,Medium,21148.43,2630000000.0,-9.1
TIRGX,2016-11-28,0.74,2.36,0.06,68.26,16.48,-0.01,-1.91,-4.3,0.8,0.12,3.0,2.0,3.0,Blend,Medium,8591.56,91290000.0,-16.73
TIRHX,2015-12-03,0.62,1.94,5.42,53.22,16.42,0.31,5.44,1.38,0.7,0.55,5.0,1.0,5.0,Blend,Medium,21148.43,2630000000.0,-9.19
TIRRX,2015-12-16,0.61,2.69,-3.81,57.31,18.6,-0.2,-6.52,-7.98,0.83,-0.17,2.0,3.0,2.0,Value,Medium,11676.08,1380000000.0,-23.32
TIRTX,2006-03-30,0.71,0.08,18.39,91.12,19.13,0.9,16.41,7.01,1.02,1.56,4.0,3.0,4.0,Growth,Large,181422.22,6120000000.0,23.88
TISAX,2015-12-03,0.19,1.73,10.21,100.0,17.84,0.55,8.63,-0.19,1.0,0.94,4.0,3.0,4.0,Blend,Large,156655.77,6060000000.0,2.63
TISBX,2002-09-30,0.06,1.42,2.33,86.12,22.98,0.15,0.62,-8.44,1.19,0.42,4.0,3.0,4.0,Blend,Small,1848.6,3110000000.0,-6.58
TISEX,2002-09-30,0.42,1.18,-0.89,84.05,23.55,0.02,-2.05,-11.6,1.21,0.17,3.0,4.0,3.0,Blend,Small,1859.95,2330000000.0,-12.99
TISHX,1984-01-17,1.67,0.05,9.09,84.67,16.51,0.51,8.37,3.79,0.9,0.84,3.0,3.0,3.0,Blend,Large,181152.27,96090000.0,11.32
TISIX,2006-03-30,0.27,2.06,2.85,34.96,1.86,0.68,3.9,0.14,0.32,0.24,3.0,2.0,3.0,Value,Medium,0.0,2050000000.0,2.85
TISPX,2002-09-30,0.05,1.82,10.36,100.0,17.84,0.55,8.78,-0.05,1.0,0.96,5.0,3.0,4.0,Blend,Large,156655.77,6060000000.0,2.74
TISRX,2006-03-30,0.52,1.82,2.6,37.32,1.87,0.54,3.0,-0.15,0.34,0.22,3.0,2.0,3.0,Value,Medium,0.0,2050000000.0,2.54
TISVX,2013-01-03,1.1,2.36,-0.09,91.52,18.14,0.0,-1.57,0.49,1.07,0.13,4.0,2.0,4.0,Blend,Medium,2066.28,514790000.0,-10.43
TITIX,2006-03-30,0.3,2.28,3.74,94.05,4.77,0.47,1.87,-0.69,1.15,0.32,3.0,4.0,3.0,Blend,Medium,0.0,276560000.0,1.84
TITRX,2006-03-30,0.67,1.84,5.6,98.68,12.11,0.38,3.51,-0.3,1.14,0.52,3.0,3.0,3.0,Blend,Large,59132.72,878290000.0,3.13
TIUSX,2003-07-27,0.5,2.64,5.14,85.25,3.8,0.93,3.42,-0.04,1.04,0.43,5.0,3.0,5.0,Blend,Medium,0.0,2550000000.0,6.65
TIVFX,1994-07-31,1.26,1.76,-2.52,93.85,15.96,-0.18,-4.31,-2.43,0.95,-0.11,3.0,2.0,3.0,Blend,Large,22769.01,356590000.0,-4.12
TIVRX,2005-01-31,0.99,1.04,3.64,92.71,17.53,0.2,1.97,3.99,1.04,0.43,4.0,4.0,5.0,Blend,Large,74952.91,3150000000.0,5.11
