fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
ABRIX,2009-06-01,1.01,6.57,2.4,83.96,8.08,0.14,1.16,-1.9,0.7,0.23,4.0,1.0,3.0,Blend,Large,31805.64,2370000000.0,-2.27
ABRRX,2009-06-01,1.58,6.16,1.87,84.27,8.06,0.08,0.41,-2.41,0.7,0.18,3.0,1.0,3.0,Blend,Large,31805.64,2370000000.0,-2.56
ABRTX,2015-08-13,2.25,0.0,15.1,0.05,23.04,0.64,-476.93,15.1,-0.03,1.37,5.0,5.0,5.0,Blend,Large,149778.73,205250000.0,41.72
ABRUX,2010-02-25,3.32,0.0,-1.4,73.27,10.83,-0.22,-3.4,-6.17,0.88,-0.07,2.0,4.0,2.0,Blend,Large,35959.68,12550000.0,-10.85
ABRVX,2015-08-02,2.0,0.0,15.54,0.05,23.16,0.66,-465.67,15.52,-0.03,1.4,5.0,5.0,5.0,Blend,Large,149778.73,205250000.0,42.08
ABRWX,2010-07-11,1.62,0.0,0.25,73.46,10.8,-0.07,-1.52,-4.51,0.88,0.07,2.0,4.0,2.0,Blend,Large,35959.68,12550000.0,-9.48
ABRYX,2009-06-01,1.08,6.5,2.37,84.38,8.09,0.14,1.12,-1.93,0.7,0.22,4.0,1.0,3.0,Blend,Large,31805.64,2370000000.0,-2.27
ABRZX,2009-06-01,1.33,6.34,2.13,83.79,8.07,0.11,0.77,-2.16,0.7,0.2,3.0,1.0,3.0,Blend,Large,31805.64,2370000000.0,-2.5
ABSAX,2010-05-16,1.26,0.97,-5.27,82.03,26.42,-0.12,-5.12,-16.62,1.34,-0.14,3.0,4.0,3.0,Value,Small,2045.84,4560000000.0,-19.1
ABSCX,2008-12-28,1.7,4.14,3.99,94.24,7.77,0.32,3.09,-0.86,0.74,0.35,1.0,2.0,1.0,Blend,Large,35793.44,12170000.0,0.57
ABSGX,2016-04-25,1.4,4.46,1.22,95.1,17.41,0.07,-0.35,1.61,1.04,0.23,2.0,3.0,2.0,Blend,Large,53084.69,69790000.0,-5.06
ABSIX,2005-02-28,0.88,1.19,-3.97,83.04,24.02,-0.11,-4.53,-14.77,1.22,-0.08,2.0,4.0,3.0,Value,Small,3730.87,2310000000.0,-16.57
ABSKX,2005-02-28,1.22,0.82,-4.3,83.08,24.02,-0.12,-4.81,-15.13,1.22,-0.11,2.0,4.0,2.0,Value,Small,3730.87,2310000000.0,-16.79
ABSRX,2003-11-02,1.53,0.46,-4.59,83.04,23.99,-0.14,-5.05,-15.41,1.22,-0.14,2.0,4.0,2.0,Value,Small,3730.87,2310000000.0,-17.0
ABSYX,2009-08-02,0.9,1.36,-4.93,81.99,26.42,-0.11,-4.87,-16.26,1.34,-0.11,3.0,4.0,4.0,Value,Small,2045.84,4560000000.0,-18.83
ABSZX,2013-10-14,0.79,1.29,-3.9,83.13,24.03,-0.1,-4.48,-14.71,1.23,-0.08,2.0,4.0,2.0,Value,Small,3730.87,2310000000.0,-16.51
ABTAX,1997-10-08,0.72,1.55,4.04,72.78,3.18,0.77,3.07,-0.3,0.8,0.34,3.0,3.0,3.0,Blend,Large,0.0,1020000000.0,5.96
ABTCX,2010-02-28,1.47,0.81,3.3,72.81,3.18,0.55,2.14,-1.02,0.8,0.28,2.0,3.0,2.0,Blend,Large,0.0,1020000000.0,5.3
ABTFX,2010-01-25,1.62,2.88,3.45,77.46,8.0,0.27,1.06,-2.29,1.76,0.31,2.0,4.0,2.0,Blend,Small,0.0,3110000000.0,-0.58
ABTHX,2010-01-25,0.85,3.63,4.2,77.24,8.03,0.36,1.48,-1.58,1.77,0.37,4.0,4.0,4.0,Blend,Small,0.0,3110000000.0,0.04
ABTIX,2010-02-28,0.27,2.0,4.54,72.27,3.16,0.93,3.74,0.21,0.79,0.38,4.0,3.0,4.0,Blend,Large,0.0,1020000000.0,6.35
ABTLX,2014-11-30,0.4,4.0,8.99,99.2,17.64,0.48,7.04,-1.83,1.04,0.85,3.0,3.0,3.0,Blend,Large,116068.98,30300000.0,-4.83
ABTRX,2010-02-28,0.97,1.3,3.81,72.67,3.17,0.71,2.8,-0.51,0.8,0.32,3.0,3.0,3.0,Blend,Large,0.0,1020000000.0,5.74
ABTYX,2010-01-25,0.6,3.88,4.49,77.64,8.03,0.39,1.64,-1.31,1.77,0.39,4.0,4.0,4.0,Blend,Small,0.0,3110000000.0,0.25
ABTZX,2018-09-27,0.62,3.91,4.51,77.83,8.03,0.4,1.64,-1.3,1.78,0.4,4.0,4.0,4.0,Blend,Small,0.0,3110000000.0,0.28
ABUAX,2004-03-03,0.95,1.96,4.69,98.83,11.14,0.32,2.95,-0.88,1.05,0.43,4.0,4.0,4.0,Blend,Large,65494.04,1390000000.0,1.42
ABVAX,2001-03-28,0.99,1.64,-3.36,92.28,19.26,-0.16,-4.78,-13.4,1.04,-0.13,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-15.16
ABVBX,2001-03-28,1.76,0.84,6.66,85.42,13.64,0.42,4.79,-7.9,1.04,0.62,1.0,4.0,1.0,Value,Large,42797.7,376840000.0,14.72
ABVCX,2001-03-28,1.74,0.66,-4.1,92.29,19.23,-0.2,-5.5,-14.16,1.03,-0.19,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-15.71
ABVIX,2005-02-28,0.7,1.95,-3.09,92.18,19.3,-0.15,-4.5,-13.14,1.04,-0.1,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-14.97
ABVKX,2005-02-28,1.13,1.48,-3.5,92.18,19.26,-0.17,-4.92,-13.55,1.04,-0.14,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-15.24
ABVRX,2003-11-02,1.44,1.1,-3.81,92.28,19.24,-0.19,-5.21,-13.86,1.03,-0.17,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-15.46
ABVYX,2001-03-28,0.74,1.9,-3.11,92.21,19.3,-0.15,-4.53,-13.16,1.04,-0.11,1.0,4.0,1.0,Value,Large,47287.98,320230000.0,-14.96
ABWAX,2003-09-01,1.04,2.2,1.96,90.68,11.83,0.09,0.35,-3.51,1.07,0.22,3.0,3.0,3.0,Blend,Large,44785.49,613330000.0,-5.05
ABWBX,2003-09-01,1.76,0.0,5.95,88.8,6.36,0.68,4.81,-1.74,0.89,0.5,2.0,2.0,1.0,Blend,Large,32482.9,716330000.0,15.74
ABWCX,2003-09-01,1.78,1.21,1.18,90.77,11.86,0.03,-0.38,-4.28,1.07,0.16,2.0,3.0,2.0,Blend,Large,44785.49,613330000.0,-5.67
ABWIX,2005-02-28,0.82,2.4,2.2,90.72,11.85,0.11,0.57,-3.28,1.07,0.24,3.0,3.0,3.0,Blend,Large,44785.49,613330000.0,-4.89
ABWKX,2005-02-28,1.14,2.12,1.85,90.7,11.87,0.08,0.24,-3.62,1.07,0.21,3.0,3.0,3.0,Blend,Large,44785.49,613330000.0,-5.19
ABWRX,2004-02-16,1.45,1.67,1.53,90.87,11.86,0.06,-0.06,-3.94,1.07,0.19,3.0,3.0,3.0,Blend,Large,44785.49,613330000.0,-5.4
ABWYX,2003-09-01,0.79,2.44,2.19,90.68,11.86,0.11,0.57,-3.28,1.07,0.24,3.0,3.0,3.0,Blend,Large,44785.49,613330000.0,-4.88
ABXAX,2004-01-29,1.21,1.37,-1.89,96.22,17.07,-0.12,-3.38,-1.56,1.03,-0.04,2.0,4.0,2.0,Blend,Large,23357.69,2250000000.0,-7.27
ABXBX,2004-01-29,2.12,0.48,5.13,94.55,11.64,0.34,3.53,-2.65,0.98,0.47,1.0,3.0,1.0,Blend,Large,24980.79,2940000000.0,15.75
ABXCX,2004-01-29,1.97,0.54,-2.64,96.35,16.58,-0.18,-4.21,-2.25,1.04,-0.11,2.0,4.0,2.0,Blend,Large,21331.96,2440000000.0,-13.85
ABYAX,2014-08-28,2.04,5.64,1.47,65.88,8.54,0.03,-0.16,3.75,0.71,0.15,4.0,2.0,4.0,Blend,Large,58027.45,881280000.0,1.76
ABYCX,2015-10-05,2.79,4.75,0.76,66.25,8.51,-0.06,-1.16,3.04,0.71,0.09,4.0,2.0,4.0,Blend,Large,58027.45,881280000.0,1.23
ABYEX,2011-08-30,0.99,4.62,1.42,86.4,17.09,0.08,-0.17,1.73,0.98,0.24,3.0,1.0,2.0,Value,Large,28997.74,163700000.0,0.33
ABYIX,2014-06-30,1.79,5.83,1.74,66.09,8.52,0.06,0.21,4.01,0.71,0.17,4.0,2.0,4.0,Blend,Large,58027.45,881280000.0,2.02
ABYSX,2001-03-28,0.88,1.15,-3.98,83.1,24.0,-0.11,-4.54,-14.78,1.22,-0.09,2.0,4.0,2.0,Value,Small,3730.87,2310000000.0,-16.59
ABZEX,2017-07-30,0.99,4.64,1.44,86.38,17.08,0.08,-0.15,1.75,0.98,0.24,3.0,1.0,3.0,Value,Large,28997.74,163700000.0,0.32
ACAAX,1996-12-30,1.21,0.0,18.89,92.15,19.12,0.92,16.82,7.38,1.03,1.6,4.0,3.0,4.0,Growth,Large,279274.84,3350000000.0,25.32
ACACX,1993-05-02,1.5,2.07,2.38,89.62,4.93,0.18,0.68,-2.05,1.17,0.21,3.0,4.0,3.0,Blend,Medium,0.0,947140000.0,1.38
ACAHX,2011-09-29,2.0,0.0,16.08,90.8,13.61,1.04,13.4,0.66,1.07,1.33,3.0,3.0,3.0,Growth,Large,189578.42,1280000000.0,1.77
ACAJX,2011-09-29,0.8,0.38,17.48,90.8,13.62,1.13,14.7,1.86,1.07,1.43,3.0,3.0,3.0,Growth,Large,189578.42,1280000000.0,1.85
ACAPX,1993-10-31,1.98,0.0,16.01,90.19,17.71,0.83,14.38,5.32,0.99,1.37,3.0,3.0,3.0,Growth,Large,196199.36,3050000000.0,8.3
ACAQX,2011-09-29,1.25,0.0,16.95,90.82,13.59,1.1,14.23,1.43,1.07,1.39,3.0,3.0,3.0,Growth,Large,189578.42,1280000000.0,1.81
ACARX,2003-01-26,1.61,0.0,18.38,92.26,19.1,0.9,16.32,6.94,1.03,1.56,4.0,3.0,4.0,Growth,Large,282889.62,3660000000.0,24.62
ACASX,2009-01-28,0.88,2.11,2.77,74.36,2.11,0.57,2.24,-0.64,0.53,0.23,2.0,2.0,2.0,Value,Large,0.0,611540000.0,3.31
ACAWX,2011-09-29,1.5,0.0,16.66,90.78,13.61,1.08,13.94,1.16,1.07,1.37,3.0,3.0,3.0,Growth,Large,189578.42,1280000000.0,1.78
ACAYX,2017-02-27,0.75,0.0,19.4,92.27,19.12,0.94,17.29,7.8,1.03,1.64,4.0,3.0,4.0,Growth,Large,282889.62,3660000000.0,25.46
ACAZX,2010-12-28,0.87,0.0,19.3,92.18,19.12,0.94,17.21,7.73,1.03,1.63,4.0,3.0,4.0,Growth,Large,279274.84,3350000000.0,25.63
ACBPX,1993-03-31,0.4,1.88,4.57,92.22,3.63,0.82,2.9,-0.56,1.03,0.38,3.0,3.0,3.0,Blend,Medium,0.0,2020000000.0,6.42
ACBUX,2016-04-25,1.4,2.44,7.97,99.18,17.6,0.43,6.07,-2.76,1.03,0.77,3.0,3.0,3.0,Blend,Large,116068.98,30300000.0,-5.24
ACBYX,2010-02-28,0.74,1.46,2.3,94.59,13.62,0.12,0.57,-3.76,1.26,0.27,3.0,4.0,3.0,Value,Large,41170.13,172850000.0,-7.7
ACCAX,1996-10-01,1.11,0.76,5.09,97.87,9.06,0.42,4.11,0.14,0.85,0.45,3.0,3.0,3.0,Blend,Large,30571.21,386580000.0,3.84
ACCBX,1971-09-22,0.8,3.17,5.72,37.52,7.68,0.56,2.97,-0.49,1.39,0.49,4.0,4.0,4.0,Blend,Large,138798.41,2390000000.0,6.1
ACCEX,1993-08-29,1.55,2.46,4.99,38.18,7.7,0.47,2.41,-1.24,1.41,0.43,2.0,4.0,2.0,Blend,Large,138798.41,2390000000.0,5.44
ACCHX,2005-08-11,0.55,3.41,5.98,38.01,7.68,0.59,3.13,-0.27,1.4,0.51,4.0,4.0,5.0,Blend,Large,138798.41,2390000000.0,6.31
ACCIX,2000-07-31,0.66,1.19,5.57,97.82,9.09,0.47,4.66,0.59,0.86,0.49,4.0,3.0,4.0,Blend,Large,30571.21,386580000.0,4.19
ACCKX,2006-11-29,1.56,0.94,3.35,68.8,4.18,0.44,1.72,-1.7,1.02,0.28,1.0,3.0,1.0,Blend,Medium,0.0,455960000.0,4.47
ACCLX,2010-02-28,1.98,0.62,-0.56,89.81,19.22,-0.01,-2.1,-10.4,1.02,0.11,4.0,1.0,3.0,Value,Medium,14763.29,7140000000.0,-13.21
ACCNX,2006-11-29,0.56,1.93,4.39,69.54,4.15,0.68,2.74,-0.7,1.02,0.37,3.0,3.0,3.0,Blend,Medium,0.0,455960000.0,5.34
ACCOX,2006-04-02,2.16,1.54,-6.94,96.33,15.78,-0.48,-8.95,-7.08,0.95,-0.49,2.0,2.0,2.0,Value,Large,31541.57,43290000.0,-12.73
ACCPX,2006-11-29,1.06,1.44,3.87,70.03,4.16,0.56,2.22,-1.22,1.03,0.32,2.0,3.0,2.0,Blend,Medium,0.0,455960000.0,4.9
ACCQX,2006-11-29,0.81,1.68,4.13,69.6,4.13,0.62,2.5,-0.94,1.02,0.35,2.0,3.0,2.0,Blend,Medium,0.0,455960000.0,5.12
ACCSX,1998-06-22,0.53,2.46,3.16,77.87,2.08,0.76,2.94,-0.28,0.54,0.26,3.0,2.0,3.0,Value,Large,0.0,611540000.0,3.62
ACCTX,2017-04-09,0.46,2.03,4.49,69.32,4.15,0.7,2.85,-0.59,1.02,0.37,3.0,3.0,3.0,Blend,Medium,0.0,455960000.0,5.43
ACCUX,2006-11-29,0.36,2.13,4.57,69.76,4.2,0.71,2.88,-0.57,1.04,0.38,3.0,3.0,3.0,Blend,Medium,0.0,455960000.0,5.42
ACCVX,2003-05-13,1.25,1.58,8.45,88.71,12.59,0.58,7.02,-4.14,0.97,0.74,3.0,3.0,2.0,Value,Large,103024.86,133020000.0,16.47
ACCWX,2010-05-31,0.49,3.46,6.11,37.43,7.67,0.61,3.25,-0.12,1.39,0.52,5.0,4.0,5.0,Blend,Large,138798.41,2390000000.0,6.5
ACCZX,2011-06-05,1.05,2.92,5.47,38.26,7.69,0.53,2.76,-0.78,1.41,0.47,3.0,4.0,4.0,Blend,Large,138798.41,2390000000.0,5.88
ACDAX,2013-09-26,1.75,8.13,-0.99,76.15,12.93,-0.15,-3.82,-1.38,0.72,-0.01,3.0,1.0,2.0,Value,Large,12113.85,5290000.0,-18.62
ACDCX,2013-09-26,2.5,4.8,-1.74,76.1,12.86,-0.21,-4.89,-2.14,0.71,-0.08,3.0,1.0,2.0,Value,Large,12113.85,5290000.0,-18.82
ACDHX,2011-10-30,3.06,0.0,3.93,77.26,7.0,0.34,4.35,-4.4,0.51,0.34,4.0,4.0,4.0,Growth,Large,35142.34,29700000.0,5.44
ACDIX,2013-09-26,1.35,8.0,-0.58,75.43,12.84,-0.12,-3.28,-0.98,0.71,0.02,3.0,1.0,2.0,Value,Large,12113.85,5290000.0,-18.42
ACDJX,2011-10-30,2.06,0.27,4.98,77.36,7.04,0.48,6.36,-3.43,0.51,0.43,4.0,5.0,5.0,Growth,Large,35142.34,29700000.0,6.5
ACDKX,2011-10-30,1.86,0.46,5.2,77.61,7.02,0.51,6.79,-3.22,0.51,0.44,4.0,5.0,5.0,Growth,Large,35142.34,29700000.0,6.74
ACDPX,2013-09-26,1.73,8.16,-1.01,76.4,12.91,-0.15,-3.84,-1.39,0.72,-0.02,3.0,1.0,2.0,Value,Large,12113.85,5290000.0,-18.61
ACDQX,2011-10-30,2.31,0.02,4.74,77.43,7.01,0.45,5.9,-3.65,0.51,0.41,4.0,5.0,4.0,Growth,Large,35142.34,29700000.0,6.27
ACDWX,2011-10-30,2.56,0.0,4.47,77.24,7.03,0.41,5.38,-3.91,0.51,0.39,4.0,5.0,4.0,Growth,Large,35142.34,29700000.0,5.98
ACDYX,2013-09-26,1.45,8.04,-0.63,76.21,12.82,-0.12,-3.34,-1.02,0.71,0.02,3.0,1.0,2.0,Value,Large,12113.85,5290000.0,-18.31
ACECX,2001-12-17,2.25,0.35,1.96,81.53,19.33,0.12,0.35,2.71,1.08,0.32,3.0,4.0,4.0,Growth,Large,53024.96,2660000000.0,6.65
ACEHX,1976-12-15,0.54,2.15,2.81,82.53,17.95,0.15,1.34,-6.3,0.91,0.36,3.0,3.0,3.0,Value,Large,59534.34,50640000.0,-12.08
ACEIX,1960-08-02,0.79,1.93,1.76,94.11,14.33,0.08,0.13,-4.47,1.32,0.23,3.0,5.0,3.0,Value,Large,48150.66,10930000000.0,-5.76
ACEKX,2010-05-31,0.48,2.25,2.05,94.04,14.38,0.1,0.35,-4.19,1.32,0.26,3.0,5.0,3.0,Value,Large,48150.66,10930000000.0,-5.52
ACEMX,2010-12-28,2.3,3.5,3.99,85.46,19.76,0.22,2.13,4.78,1.13,0.49,3.0,3.0,3.0,Growth,Large,22247.27,21620000.0,15.41
ACERX,1993-07-05,1.5,1.22,1.03,94.03,14.35,0.03,-0.42,-5.19,1.32,0.17,2.0,5.0,2.0,Value,Large,48150.66,10930000000.0,-6.36
ACESX,2002-09-30,1.04,1.69,1.5,94.14,14.34,0.07,-0.07,-4.73,1.32,0.21,3.0,5.0,3.0,Value,Large,48150.66,10930000000.0,-5.91
ACETX,2004-12-21,0.54,2.18,2.02,94.05,14.39,0.1,0.33,-4.23,1.32,0.25,3.0,5.0,3.0,Value,Large,48150.66,10930000000.0,-5.57
ACEVX,2006-04-02,1.16,3.4,-6.07,96.27,15.81,-0.42,-8.02,-6.14,0.95,-0.42,3.0,2.0,3.0,Value,Large,31541.57,43290000.0,-12.11
ACFCX,2006-05-30,1.35,0.0,26.94,82.29,22.3,1.11,22.35,13.62,1.14,2.21,5.0,5.0,5.0,Growth,Large,80490.89,1550000000.0,44.42
ACFDX,2006-05-30,1.1,0.0,27.25,82.3,22.3,1.12,22.62,13.86,1.14,2.23,5.0,5.0,5.0,Growth,Large,80490.89,1550000000.0,44.67
ACFFX,1998-11-22,1.03,1.28,7.17,87.64,19.5,0.37,4.97,7.78,1.12,0.74,4.0,5.0,4.0,Growth,Medium,9029.17,442120000.0,1.51
ACFIX,2012-09-30,1.11,3.16,3.97,4.54,4.61,0.52,8.13,1.42,0.29,0.33,4.0,1.0,4.0,Value,Medium,7963.91,67240000.0,4.62
ACFNX,2016-11-30,0.5,0.0,28.02,82.3,22.31,1.15,23.28,14.47,1.14,2.28,5.0,5.0,5.0,Growth,Large,80490.89,1550000000.0,45.4
ACFOX,2006-05-30,0.85,0.0,27.57,82.28,22.31,1.14,22.9,14.12,1.14,2.25,5.0,5.0,5.0,Growth,Large,80490.89,1550000000.0,45.01
ACFSX,2006-05-30,0.65,0.0,27.83,82.3,22.32,1.14,23.12,14.32,1.14,2.27,5.0,5.0,5.0,Growth,Large,80490.89,1550000000.0,45.23
ACGCX,2001-06-27,1.67,1.05,4.79,98.59,17.33,0.26,3.32,-4.99,0.96,0.51,4.0,2.0,4.0,Value,Large,63163.24,2110000000.0,-2.75
ACGGX,1998-05-05,0.93,0.53,17.9,24.56,32.74,0.6,17.06,14.78,0.96,1.78,4.0,3.0,3.0,Blend,Medium,11074.59,802470000.0,22.62
ACGIX,1946-07-31,0.82,2.13,-1.83,90.53,21.07,-0.05,-3.05,-12.3,1.12,0.04,2.0,4.0,2.0,Value,Large,48535.91,4420000000.0,-16.39
ACGKX,1993-08-01,1.54,1.39,-2.53,90.55,21.06,-0.09,-3.67,-13.01,1.12,-0.02,1.0,4.0,2.0,Value,Large,48535.91,4420000000.0,-16.89
ACGLX,2002-09-30,1.07,1.88,-2.08,90.59,21.08,-0.07,-3.26,-12.56,1.12,0.02,2.0,4.0,2.0,Value,Large,48535.91,4420000000.0,-16.54
ACGMX,2004-10-18,0.57,2.38,-1.58,90.54,21.07,-0.04,-2.83,-12.05,1.12,0.06,2.0,4.0,2.0,Value,Large,48535.91,4420000000.0,-16.2
ACGQX,2010-05-31,0.49,2.46,-1.5,90.55,21.1,-0.04,-2.75,-11.98,1.12,0.06,2.0,4.0,3.0,Value,Large,48535.91,4420000000.0,-16.16
ACGYX,1987-08-27,0.52,3.98,4.21,28.85,6.26,0.44,2.64,-0.66,1.0,0.36,4.0,5.0,4.0,Value,Medium,6438.61,4620000000.0,3.13
ACIIX,1998-07-07,0.72,2.46,3.64,91.25,14.39,0.21,2.68,-4.6,0.77,0.39,4.0,1.0,4.0,Value,Large,70214.03,10850000000.0,-9.25
ACIKX,2006-11-29,2.16,2.19,5.66,96.5,11.44,0.39,4.04,-3.74,0.98,0.51,2.0,4.0,2.0,Blend,Large,42562.39,21920000.0,15.11
ACIMX,2006-11-29,1.16,3.22,6.73,96.25,11.44,0.48,5.14,-2.72,0.98,0.6,2.0,4.0,2.0,Blend,Large,42562.39,21920000.0,16.27
ACINX,1992-09-22,0.99,2.38,3.67,89.36,20.18,0.2,1.78,4.62,1.17,0.47,2.0,3.0,2.0,Growth,Medium,4056.81,2210000000.0,-2.14
ACIOX,2003-01-08,1.23,1.0,4.92,86.9,20.84,0.26,2.78,5.93,1.2,0.58,3.0,5.0,4.0,Growth,Medium,3383.74,604760000.0,10.52
ACIQX,2006-11-29,1.41,2.95,6.45,96.33,11.41,0.45,4.86,-2.98,0.98,0.58,2.0,4.0,2.0,Blend,Large,42562.39,21920000.0,15.94
ACIRX,2006-11-29,1.66,2.7,6.19,96.4,11.46,0.43,4.58,-3.25,0.98,0.56,2.0,4.0,2.0,Blend,Large,42562.39,21920000.0,15.69
ACISX,2006-12-10,0.0,3.51,6.85,44.54,8.2,0.66,3.25,-0.16,1.62,0.58,4.0,4.0,4.0,Growth,Medium,0.0,182060000.0,7.14
ACITX,1997-02-09,0.47,2.59,4.62,63.29,4.16,0.72,3.07,-0.35,0.99,0.38,3.0,4.0,3.0,Growth,Large,0.0,3030000000.0,7.7
ACIUX,2006-11-29,0.96,3.42,6.94,96.44,11.43,0.49,5.35,-2.53,0.98,0.61,2.0,4.0,2.0,Blend,Large,42562.39,21920000.0,16.49
ACIZX,2016-10-13,0.83,0.0,19.29,92.25,19.1,0.94,17.21,7.72,1.03,1.63,4.0,3.0,4.0,Growth,Large,282889.62,3660000000.0,25.41
ACLAX,2005-01-12,1.23,1.39,0.19,89.91,19.24,0.03,-1.37,-9.66,1.02,0.17,5.0,2.0,4.0,Value,Medium,14763.29,7140000000.0,-12.71
ACLCX,2001-06-03,2.0,1.01,-1.06,89.86,20.03,-0.03,-2.49,-11.17,1.06,0.08,2.0,4.0,2.0,Value,Large,48024.52,2030000000.0,-17.78
ACLDX,2006-05-11,0.01,2.29,4.98,94.92,3.57,0.94,3.3,-0.17,1.03,0.41,3.0,3.0,3.0,Blend,Medium,0.0,4090000000.0,6.69
ACLEX,2006-05-11,0.01,1.68,8.91,98.67,17.77,0.48,7.41,-1.29,0.99,0.84,3.0,3.0,3.0,Blend,Large,107960.57,966710000.0,2.33
ACLKX,2006-05-11,0.01,2.5,4.62,81.53,19.24,0.25,2.84,5.27,1.07,0.53,5.0,4.0,5.0,Growth,Large,52494.9,708840000.0,9.27
ACLLX,2006-05-11,0.01,2.46,3.5,92.25,17.46,0.19,2.04,-5.94,0.94,0.41,4.0,3.0,4.0,Value,Large,77051.27,2340000000.0,-10.43
ACLMX,2006-05-11,0.01,2.55,1.4,89.9,19.19,0.09,-0.18,-8.44,1.02,0.27,5.0,1.0,5.0,Value,Medium,14780.36,1380000000.0,-11.86
ACLNX,2006-05-11,0.01,1.36,7.82,91.07,16.39,0.44,6.46,7.73,0.96,0.74,4.0,3.0,4.0,Growth,Large,40796.97,1230000000.0,8.9
ACLOX,2006-05-11,0.01,0.92,5.65,78.27,16.59,0.31,3.26,-10.61,1.22,0.57,3.0,4.0,3.0,Blend,Small,1855.3,188190000.0,18.56
ACLTX,2006-05-11,0.0,0.012200001,18.86,93.87,18.89,0.93,16.84,7.34,1.03,1.59,4.0,3.0,4.0,Growth,Large,251355.31,1282716032.0,18.55
ACLWX,2006-05-11,0.01,0.42,17.15,86.94,20.85,0.79,14.29,5.65,1.09,1.51,3.0,3.0,3.0,Growth,Medium,19074.05,935320000.0,18.24
ACMAX,2015-12-17,2.11,0.32,0.29,76.85,8.59,-0.11,-1.82,-4.0,0.72,0.05,3.0,2.0,2.0,Blend,Large,113901.32,19040000.0,-2.46
ACMCX,2002-01-31,1.49,1.04,1.6,91.09,3.6,0.02,0.02,-2.08,0.86,0.14,2.0,4.0,2.0,Value,Medium,0.0,1380000000.0,1.01
ACMDX,2015-12-17,2.86,0.0,-0.45,76.39,8.56,-0.19,-2.86,-4.72,0.71,-0.01,2.0,2.0,2.0,Blend,Large,113901.32,19040000.0,-3.12
ACMEX,2006-05-30,1.66,0.43,4.16,86.29,13.94,0.24,2.3,-10.59,1.07,0.42,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,13.81
ACMFX,2006-05-30,1.41,0.65,4.4,86.13,13.92,0.26,2.53,-10.33,1.07,0.44,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,14.03
ACMHX,2006-05-30,0.96,1.04,4.9,86.2,13.9,0.29,3.01,-9.83,1.07,0.48,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,14.55
ACMIX,2015-12-17,1.86,0.52,0.35,76.86,8.6,-0.1,-1.72,-3.94,0.72,0.06,3.0,2.0,2.0,Blend,Large,113901.32,19040000.0,-2.46
ACMMX,2016-11-30,0.81,1.16,5.05,86.1,13.93,0.3,3.14,-9.71,1.07,0.49,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,14.68
ACMNX,2006-05-30,1.16,0.87,4.68,86.15,13.94,0.28,2.79,-10.07,1.07,0.46,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,14.33
ACMTX,2010-03-07,2.07,0.63,-3.65,88.62,15.96,-0.25,-3.68,-10.13,1.42,-0.2,1.0,5.0,1.0,Value,Large,15775.04,931650000.0,-13.74
ACMUX,2017-04-09,0.96,1.04,4.89,86.2,13.95,0.29,2.99,-9.88,1.07,0.48,3.0,1.0,2.0,Growth,Small,1724.12,34020000.0,14.54
ACMVX,2004-03-30,0.98,1.65,0.41,89.79,19.21,0.04,-1.15,-9.42,1.02,0.19,5.0,1.0,5.0,Value,Medium,14763.29,7140000000.0,-12.58
ACMYX,2010-02-28,0.98,1.89,-4.72,85.5,26.55,-0.1,-4.59,-16.28,1.37,-0.09,2.0,5.0,2.0,Value,Medium,7774.75,288930000.0,-18.31
ACNKX,2011-11-30,0.44,1.32,10.87,94.99,12.58,0.76,9.19,-2.31,1.01,0.93,2.0,2.0,2.0,Growth,Large,47149.1,467880000.0,16.44
ACOAX,1996-10-01,1.11,0.77,5.78,98.51,12.46,0.39,3.57,-0.22,1.18,0.53,3.0,4.0,3.0,Blend,Large,29213.31,837710000.0,3.07
ACOIX,2012-07-26,1.51,0.28,0.58,61.9,18.2,0.03,-1.25,1.16,0.91,0.19,3.0,2.0,3.0,Blend,Large,49839.4,1250000.0,-12.71
ACPHX,2011-10-30,2.94,0.0,9.49,94.69,12.32,0.66,7.85,-4.74,0.99,0.82,1.0,2.0,1.0,Growth,Large,47086.59,81850000.0,18.97
ACPIX,2002-02-28,0.8,1.97,8.9,88.66,12.61,0.61,7.47,-3.73,0.98,0.78,3.0,3.0,3.0,Value,Large,103024.86,133020000.0,16.77
ACPKX,2011-10-30,1.74,0.43,10.83,94.83,12.34,0.76,9.19,-3.54,1.0,0.92,2.0,2.0,2.0,Growth,Large,47086.59,81850000.0,20.37
